names,rehnquist,stevens,o'connor,scalia,kennedy,souter,thomas,ginsburg,breyer,roberts,alito,sotomayor,kagan,,rehnquist,stevens,o'connor,scalia,kennedy,souter,thomas,ginsburg,breyer,roberts,alito,sotomayor,kagan
 Forest Grove School Dist. v. T. A.,,1,,1,1,0,0,1,1,1,1,,,,,,,,,,,,,,,,
" Coeur Alaska, Inc. v. Southeast Alaska Conservation Council",,1,,1,1,0,0,0,1,1,1,,,,,,,,,,,,,,,,
 Melendez-Diaz v. Massachusetts,,0,,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,
 Safford Unified School Dist. #1 v. Redding,,1,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,
 Atlantic Sounding Co. v. Townsend,,0,,0,0,1,1,1,1,0,1,,,,,,,,,,,,,,,,
Horne v. Flores,,1,,1,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,
" Cuomo v. Clearing House Assn., L. L. C.",,0,,0,0,1,1,1,1,0,1,,,,,,,,,,,,,,,,
 Ricci v. DeStefano,,1,,1,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,
Corcoran v. Levenhagen,,1,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
Bobby v. Van Hook,,1,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
Wong v. Belmontes,,0.5,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
Porter v. McCollum,,1,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
Michigan v. Fisher,,0,,1,1,,1,1,1,1,1,0,,,,,,,,,,,,,,,
Beard v. Kindler,,1,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
article=Union Pacific Railroad v. Brotherhood of Locomotive Engineers,,1,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
Alvarez v. Smith,,1,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
"Mohawk Industries, Inc. v. Carpenter",,1,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
McDaniel v. Brown,,1,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
Smith v. Spisak,,1,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
"NRG Power Marketing, LLC v. Maine Pub. Util. Comm'n",,0,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
article=2009 term per curiam opinions of the Supreme Court of the United States#Hollingsworth v. Perry,,0,,1,1,,1,0,0,1,1,0,,,,,,,,,,,,,,,
Presley v. Georgia,,1,,0,1,,0,1,1,1,1,1,,,,,,,,,,,,,,,
Wellons v. Hall,,1,,0,1,,0,1,1,0,0,1,,,,,,,,,,,,,,,
Kucana v. Holder,,1,,1,1,,1,1,1,1,0.5,1,,,,,,,,,,,,,,,
South Carolina v. North Carolina,,1,,1,1,,0,0,1,0,1,0,,,,,,,,,,,,,,,
Wood v. Allen,,0,,1,0,,1,1,1,1,1,1,,,,,,,,,,,,,,,
Citizens United v. Federal Election Comm'n,,1,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
"Hemi Group, LLC v. City of New York",,0,,1,0,,1,1,0,1,1,1,,,,,,,,,,,,,,,
#NAME?,,1,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
Wilkins v. Gaddy,,1,,0.5,1,,0.5,1,1,1,1,1,,,,,,,,,,,,,,,
Thaler v. Haynes,,1,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
Florida v. Powell,,0,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
Hertz Corp. v. Friend,,1,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
Maryland v. Shatzer,,0.5,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
Kiyemba v. Obama,,1,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
Johnson v. United States,,1,,1,1,,0,1,1,1,0,1,,,,,,,,,,,,,,,
"Reed Elsevier, Inc. v. Muchnick",,0.5,,1,1,,1,0.5,0.5,1,1,1,,,,,,,,,,,,,,,
"Mac's Shell Service, Inc. v. Shell Oil Products Co.",,1,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
Bloate v. United States,,1,,1,1,,1,1,0,1,0,1,,,,,,,,,,,,,,,
"Milavetz, Gallop & Milavetz, P. A. v. United States",,1,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
"United States Aid Funds, Inc. v. Espinosa",,1,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
article=Graham County Soil and Water Conservation Dist. v. United States ex rel. Wilson,,1,,1,1,,1,1,0,1,1,0,,,,,,,,,,,,,,,
Berghuis v. Smith,,1,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
Jones v. Harris Associates,,1,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
Padilla v. Kentucky,,1,,0,1,,0,1,1,0.5,0.5,1,,,,,,,,,,,,,,,
"article=Shady Grove Orthopedic Associates, P. A. v. Allstate Ins. Co.",,1,,1,0,,1,0,0,1,0,1,,,,,,,,,,,,,,,
United States v. Stevens,,1,,1,1,,1,1,1,1,0,1,,,,,,,,,,,,,,,
Conkright v. Frommert,,0,,1,1,,1,0,0,1,1,1,,,,,,,,,,,,,,,
Perdue v. Kenny A.,,0,,1,1,,1,0,0,1,1,0,,,,,,,,,,,,,,,
"Jerman v. Carlisle, McNellie, Rini, Kramer & Ulrich LPA",,1,,0.5,0,,1,1,1,1,0,1,,,,,,,,,,,,,,,
Merck & Co. v. Reynolds,,0.5,,0.5,1,,0.5,1,1,1,1,1,,,,,,,,,,,,,,,
Stolt-Nielsen S. A. v. AnimalFeeds Int'l Corp.,,0,,1,1,,1,0,0,1,1,1,,,,,,,,,,,,,,,
Salazar v. Buono,,0,,0.5,0.5,,0.5,0,0,1,1,0,,,,,,,,,,,,,,,
Renico v. Lett,,0,,1,1,,1,1,0,1,1,0,,,,,,,,,,,,,,,
Hui v. Castaneda,,1,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
Abbott v. Abbott,,0,,1,1,,0,1,0,1,1,1,,,,,,,,,,,,,,,
Graham v. Florida,,1,,0,1,,0,1,1,0.5,0,1,,,,,,,,,,,,,,,
United States v. Comstock,,1,,0,0.5,,0,1,1,1,0.5,1,,,,,,,,,,,,,,,
#NAME?,,1,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
"American Needle, Inc. v. National Football League",,1,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
Lewis v. Chicago,,1,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
article=United States v. O'Brien (2010),,1,,1,1,,0.5,1,1,1,1,1,,,,,,,,,,,,,,,
Hardt v. Reliance Standard Life Ins. Co.,,1,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
United States v. Marcus,,0,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
Robertson v. United States ex rel. Watson,,1,,0,0,,1,1,1,0,1,0,,,,,,,,,,,,,,,
Jefferson v. Upton,,1,,0,1,,0,1,1,1,1,1,,,,,,,,,,,,,,,
Samantar v. Yousuf,,1,,0.5,1,,0.5,1,1,1,1,1,,,,,,,,,,,,,,,
Alabama v. North Carolina,,1,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
Berghuis v. Thompkins,,0,,1,1,,1,0,0,1,1,0,,,,,,,,,,,,,,,
"Levin v. Commerce Energy, Inc.",,1,,0.5,1,,0.5,1,1,1,0.5,1,,,,,,,,,,,,,,,
Carr v. United States,,1,,1,1,,0,0,1,1,0,1,,,,,,,,,,,,,,,
Barber v. Thomas,,0,,1,0,,1,0,1,1,1,1,,,,,,,,,,,,,,,
Hamilton v. Lanning,,1,,0,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
Krupski v. Costa Crociere S. p. A.,,1,,0.5,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
display=United States v. Juvenile Male,,1,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
Carachuri-Rosendo v. Holder,,1,,0.5,1,,0.5,1,1,1,1,1,,,,,,,,,,,,,,,
Astrue v. Ratliff,,1,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
Dolan v. United States,,0,,0,0,,1,1,1,0,1,1,,,,,,,,,,,,,,,
Holland v. Florida,,1,,0,1,,0,1,1,1,0.5,1,,,,,,,,,,,,,,,
"New Process Steel, L. P. v. NLRB",,1,,1,0,,1,0,0,1,1,0,,,,,,,,,,,,,,,
"article=Stop the Beach Renourishment, Inc. v. Florida Dept. of Environmental Protection",,1,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
Ontario v. Quon,,1,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
Schwab v. Reilly,,1,,1,1,,1,0,0,0,1,1,,,,,,,,,,,,,,,
Dillon v. United States,,0,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
Holder v. Humanitarian Law Project,,1,,1,1,,1,0,0,1,1,0,,,,,,,,,,,,,,,
"Rent-A-Center, West, Inc. v. Jackson",,0,,1,1,,1,0,0,1,1,0,,,,,,,,,,,,,,,
Kawasaki Kisen Kaisha Ltd. v. Regal-Beloit Corp.,,0,,1,1,,1,0,1,1,1,0,,,,,,,,,,,,,,,
Monsanto Co. v. Geertson Seed Farms,,0,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
Doe v. Reed,,0.5,,0.5,1,,0,1,1,1,1,1,,,,,,,,,,,,,,,
Morrison v. National Australia Bank Ltd.,,0.5,,1,1,,1,0.5,0.5,1,1,1,,,,,,,,,,,,,,,
Granite Rock Co. v. Teamsters,,1,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
Magwood v. Patterson,,1,,1,0,,0,0,1,0,0,1,,,,,,,,,,,,,,,
Skilling v. United States,,1,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
Black v. United States,,1,,0.5,0.5,,0.5,1,1,1,1,1,,,,,,,,,,,,,,,
#NAME?,,1,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,
article=Free Enterprise Fund v. Public Company Accounting Oversight Bd.,,0,,1,1,,1,0,0,1,1,0,,,,,,,,,,,,,,,
Bilski v. Kappos,,0.5,,0.5,0.5,,1,0.5,0.5,1,1,0.5,,,,,,,,,,,,,,,
"article=Christian Legal Soc. Chapter of Univ. of Cal., Hastings College of Law v. Martinez",,1,,0,1,,0,1,1,0,0,1,,,,,,,,,,,,,,,
McDonald v. Chicago,,0,,1,1,,1,0,0,1,0,0,,,,,,,,,,,,,,,
Sears v. Upton,,1,,0,1,,0,1,1,0,0,1,,,,,,,,,,,,,,,
Wilson v. Corcoran,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Abbott v. United States,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Los Angeles County v. Humphries,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
#NAME?,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Madison County v. Oneida Indian Nation of N. Y.,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Mayo Foundation for Medical Ed. and Research v. United States,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
"Ransom v. FIA Card Services, N. A.",,,,0,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Harrington v. Richter,,,,1,1,,1,0.5,1,1,1,1,1,,,,,,,,,,,,,,
Premo v. Moore,,,,1,1,,1,0.5,1,1,1,1,1,,,,,,,,,,,,,,
NASA v. Nelson,,,,0.5,1,,0.5,1,1,1,1,1,1,,,,,,,,,,,,,,
"Thompson v. North American Stainless, LP",,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Ortiz v. Jordan,,,,0.5,0.5,,0.5,1,1,1,1,1,1,,,,,,,,,,,,,,
"Chase Bank USA, N. A. v. McCoy",,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Swarthout v. Cooke,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Bruesewitz v. Wyeth LLC,,,,1,1,,1,0,1,1,1,0,0,,,,,,,,,,,,,,
"CSX Transportation, Inc. v. Alabama Dept. of Revenue",,,,1,1,,0,0,1,1,1,1,1,,,,,,,,,,,,,,
Walker v. Martin,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
"Williamson v. Mazda Motor of America, Inc.",,,,1,1,,0.5,1,1,1,1,1,1,,,,,,,,,,,,,,
Michigan v. Bryant,,,,0,1,,0.5,0,1,1,1,1,1,,,,,,,,,,,,,,
FCC v. AT&T Inc.,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Staub v. Proctor Hospital,,,,1,1,,0.5,1,1,1,0.5,1,1,,,,,,,,,,,,,,
Henderson v. Shinseki,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Snyder v. Phelps,,,,1,1,,1,1,1,1,0,1,1,,,,,,,,,,,,,,
Pepper v. United States,,,,1,1,,0,1,1,1,1,1,1,,,,,,,,,,,,,,
Skinner v. Switzer,,,,1,0,,0,1,1,1,0,1,1,,,,,,,,,,,,,,
Wall v. Kholi,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Milner v. Department of Navy,,,,1,1,,1,1,0,1,1,1,1,,,,,,,,,,,,,,
Felkner v. Jackson,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Kasten v. Saint-Gobain Performance Plastics Corp.,,,,0,1,,0,1,1,1,1,1,1,,,,,,,,,,,,,,
"Matrixx Initiatives, Inc. v. Siracusano",,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Connick v. Thompson,,,,1,1,,1,0,0,1,1,0,0,,,,,,,,,,,,,,
"Astra USA, Inc. v. Santa Clara County",,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
#NAME?,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Arizona Christian School Tuition Organization v. Winn,,,,1,1,,1,0,0,1,1,0,0,,,,,,,,,,,,,,
Cullen v. Pinholster,,,,1,1,,1,1,1,1,1,0,1,,,,,,,,,,,,,,
Virginia Office for Protection and Advocacy v. Stewart,,,,1,1,,1,1,1,0,0,1,1,,,,,,,,,,,,,,
Sossamon v. Texas,,,,1,1,,1,1,0,1,1,0,0,,,,,,,,,,,,,,
United States v. Tohono Oäó»odham Nation,,,,1,1,,1,0,0.5,1,1,0.5,0.5,,,,,,,,,,,,,,
AT&T Mobility v. Concepcion,,,,1,1,,1,0,0,1,1,0,0,,,,,,,,,,,,,,
Montana v. Wyoming,,,,0,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Bobby v. Mitts,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Schindler Elevator Corp. v. United States ex rel. Kirk,,,,1,1,,1,0,0,1,1,0,0,,,,,,,,,,,,,,
CIGNA Corp. v. Amara,,,,0.5,1,,0.5,1,1,1,1,1,1,,,,,,,,,,,,,,
Kentucky v. King,,,,1,1,,1,0,1,1,1,1,1,,,,,,,,,,,,,,
General Dynamics Corp. v. United States,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Brown v. Plata,,,,0,1,,0,1,1,0,0,1,1,,,,,,,,,,,,,,
Chamber of Commerce of United States of America v. Whiting,,,,1,1,,1,0,0,1,1,0,0,,,,,,,,,,,,,,
United States v. Tinklenberg,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Fowler v. United States,,,,0.5,1,,1,0,1,1,0,1,1,,,,,,,,,,,,,,
Camreta v. Greene,,,,1,0,,0,1,0.5,1,1,0.5,1,,,,,,,,,,,,,,
Ashcroft v. al-Kidd,,,,1,1,,1,0.5,0.5,1,1,0.5,0.5,,,,,,,,,,,,,,
"Global-Tech Appliances, Inc. v. SEB S. A.",,,,1,0,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
"article=Board of Trustees of Leland Stanford Junior Univ. v. Roche Molecular Systems, Inc.",,,,1,1,,1,0,0,1,1,1,1,,,,,,,,,,,,,,
"Erica P. John Fund, Inc. v. Halliburton Co.",,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
McNeill v. United States,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Fox v. Vice,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Sykes v. United States,,,,0,1,,0.5,0,1,1,1,1,0,,,,,,,,,,,,,,
"Talk America, Inc. v. Michigan Bell Telephone Co.",,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
DePierre v. United States,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Microsoft Corp. v. i4i Ltd. Partnership,,,,1,1,,0.5,1,1,1,1,1,1,,,,,,,,,,,,,,
Nevada Commäó»n on Ethics v. Carrigan,,,,1,1,,1,1,1,1,0.5,1,1,,,,,,,,,,,,,,
"Janus Capital Group, Inc. v. First Derivative Traders",,,,1,1,,1,0,0,1,1,0,0,,,,,,,,,,,,,,
United States v. Jicarilla Apache Nation,,,,1,1,,1,0.5,0.5,1,1,0,0,,,,,,,,,,,,,,
#NAME?,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
article=Bond v. United States (2011),,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
display=Davis v. United States,,,,1,1,,1,0,0,1,1,0.5,1,,,,,,,,,,,,,,
J. D. B. v. North Carolina,,,,0,1,,0,1,1,0,0,1,1,,,,,,,,,,,,,,
Smith v. Bayer Corp.,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Tapia v. United States,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
"Wal-Mart Stores, Inc. v. Dukes",,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Borough of Duryea v. Guarnieri,,,,0,1,,0.5,1,1,1,1,1,1,,,,,,,,,,,,,,
American Elec. Power Co. v. Connecticut,,,,1,1,,0.5,1,1,1,0.5,0.5,1,,,,,,,,,,,,,,
Turner v. Rogers,,,,0,1,,0,1,1,0,0,1,1,,,,,,,,,,,,,,
Stern v. Marshall,,,,1,1,,1,0,0,1,1,0,0,,,,,,,,,,,,,,
Freeman v. United States,,,,0,0,,0,1,1,0,0,0.5,1,,,,,,,,,,,,,,
Sorrell v. IMS Health Inc.,,,,1,1,,1,0,0,1,1,1,0,,,,,,,,,,,,,,
"PLIVA, Inc. v. Mensing",,,,1,1,,1,0,0,1,1,0,0,,,,,,,,,,,,,,
Bullcoming v. New Mexico,,,,1,0,,1,1,0,0,0,1,1,,,,,,,,,,,,,,
"CSX Transp., Inc. v. McBride",,,,0,0,,1,1,1,0,0,1,1,,,,,,,,,,,,,,
Arizona Free Enterprise Club's Freedom Club PAC v. Bennett,,,,1,1,,1,0,0,1,1,0,0,,,,,,,,,,,,,,
Brown v. Entertainment Merchants Assn.,,,,1,1,,0,1,0,0.5,0.5,1,1,,,,,,,,,,,,,,
"J. McIntyre Machinery, Ltd. v. Nicastro",,,,1,1,,1,0,0.5,1,0.5,0,0,,,,,,,,,,,,,,
"Goodyear Dunlop Tires Operations, S. A. v. Brown",,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
display=United States v. Juvenile Male,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
display=Leal Garcia v. Texas,,,,1,1,,1,0,0,1,1,0,0,,,,,,,,,,,,,,
Cavazos v. Smith,,,,1,1,,1,0,0,1,1,0,1,,,,,,,,,,,,,,
KPMG LLP v. Cocchi,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Bobby v. Dixon,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Greene v. Fisher,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Judulang v. Holder,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Hardy v. Cross,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Smith v. Cain,,,,1,1,,0,1,1,1,1,1,1,,,,,,,,,,,,,,
CompuCredit Corp. v. Greenwood,,,,1,1,,1,0,1,1,1,0.5,0.5,,,,,,,,,,,,,,
Minneci v. Pollard,,,,1,1,,1,0,1,1,1,1,1,,,,,,,,,,,,,,
Gonzalez v. Thaler,,,,0,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
article=Hosanna-Tabor Evangelical Lutheran Church and School v. EEOC,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
"Pacific Operators Offshore, LLP v. Valladolid",,,,0.5,1,,1,1,1,1,0.5,1,1,,,,,,,,,,,,,,
Perry v. New Hampshire,,,,1,1,,1,1,1,1,1,0,1,,,,,,,,,,,,,,
Maples v. Thomas,,,,0,1,,0,1,1,1,1,1,1,,,,,,,,,,,,,,
Golan v. Holder,,,,1,1,,1,1,0,1,0,1,1,,,,,,,,,,,,,,
"Mims v. Arrow Financial Services, LLC",,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Perry v. Perez,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
article=United States v. Jones (2012),,,,1,1,,1,0.5,0.5,1,0.5,1,0.5,,,,,,,,,,,,,,
article=Reynolds v. United States (2012),,,,0,1,,1,0,1,1,1,1,1,,,,,,,,,,,,,,
National Meat Assn. v. Harris,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Ryburn v. Huff,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Kawashima v. Holder,,,,1,1,,1,0,0,1,1,1,0,,,,,,,,,,,,,,
Howes v. Fields,,,,1,1,,1,0,0,1,1,0,1,,,,,,,,,,,,,,
Wetzel v. Lambert,,,,1,1,,1,0,0,1,1,1,0,,,,,,,,,,,,,,
"Marmet Health Care Center, Inc. v. Brown",,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Messerschmidt v. Millender,,,,1,1,,1,0,1,1,1,0,0,,,,,,,,,,,,,,
"PPL Montana, LLC v. Montana",,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
"Douglas v. Independent Living Center of Southern Cal., Inc.",,,,0,1,,0,1,1,0,0,1,1,,,,,,,,,,,,,,
Kurns v. Railroad Friction Products Corp.,,,,1,1,,1,0,0,1,1,0,1,,,,,,,,,,,,,,
Martel v. Claire,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Martinez v. Ryan,,,,0,1,,0,1,1,1,1,1,1,,,,,,,,,,,,,,
Coleman v. Court of Appeals of Md.,,,,0.5,0.5,,1,0,0,1,1,0,0,,,,,,,,,,,,,,
"display=Mayo Collaborative Servs. v. Prometheus Lab., Inc.",,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
"Roberts v. Sea-Land Services, Inc.",,,,1,1,,1,0,1,1,1,1,1,,,,,,,,,,,,,,
Sackett v. EPA,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Missouri v. Frye,,,,0,1,,0,1,1,0,0,1,1,,,,,,,,,,,,,,
Lafler v. Cooper,,,,0,1,,0,1,1,0,0,1,1,,,,,,,,,,,,,,
Zivotofsky v. Clinton,,,,1,1,,1,1,0.5,1,0.5,0.5,1,,,,,,,,,,,,,,
Credit Suisse Securities (USA) LLC v. Simmonds,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Setser v. United States,,,,1,0,,1,0,0,1,1,1,1,,,,,,,,,,,,,,
Vartelas v. Holder,,,,0,1,,0,1,1,1,0,1,1,,,,,,,,,,,,,,
FAA v. Cooper,,,,1,1,,1,0,0,1,1,0,0,,,,,,,,,,,,,,
Florence v. Board of Chosen Freeholders of County of Burlington,,,,1,1,,1,0,0,1,1,0,0,,,,,,,,,,,,,,
Rehberg v. Paulk,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
#NAME?,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Filarsky v. Delia,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
"Caraco Pharmaceutical Laboratories, Ltd. v. Novo Nordisk A/S",,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Kappos v. Hyatt,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Mohamad v. Palestinian Authority,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Wood v. Milyard,,,,0.5,1,,0.5,1,1,1,1,1,1,,,,,,,,,,,,,,
"United States v. Home Concrete & Supply, LLC",,,,1,0,,1,0,0,1,1,0,0,,,,,,,,,,,,,,
Hall v. United States,,,,1,0,,1,0,0,1,1,1,0,,,,,,,,,,,,,,
Astrue v. Capato,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
"Taniguchi v. Kan Pacific Saipan, Ltd.",,,,1,1,,1,0,0,1,1,0,1,,,,,,,,,,,,,,
Holder v. Martinez Gutierrez,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Blueford v. Arkansas,,,,1,1,,1,0,1,1,1,0,0,,,,,,,,,,,,,,
"Freeman v. Quicken Loans, Inc.",,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
"RadLAX Gateway Hotel, LLC v. Amalgamated Bank",,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Coleman v. Johnson,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Reichle v. Howards,,,,1,1,,1,0.5,0.5,1,1,1,1,,,,,,,,,,,,,,
Armour v. Indianapolis,,,,0,1,,1,1,1,0,0,1,1,,,,,,,,,,,,,,
Elgin v. Department of Treasury,,,,1,1,,1,0,1,1,0,1,0,,,,,,,,,,,,,,
Parker v. Matthews,,,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,
Williams v. Illinois,,,,0,1,,0.5,0,1,1,1,0,0,,,,,,,,,,,,,,
